"零件号","日期","需求数量","仓库","需求频次abc分类","价格abc分类","需求数量ABC分类","零件代码第四位","EOP","计划员"
"6RD959801E","20171221","8","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190102","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180803","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181107","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180509","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180502","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180806","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181009","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180610","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180322","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180222","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180629","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190326","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180810","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180209","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180812","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170623","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170411","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180224","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170106","3","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180813","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170616","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170515","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170208","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171031","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170704","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170116","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161014","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161107","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161120","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170828","10","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160715","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170112","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160611","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170103","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160823","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170306","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190215","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170810","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190324","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180323","20","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180311","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190308","40","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160809","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170408","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171207","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170306","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170204","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170103","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170712","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171228","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180312","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170510","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170125","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170622","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170401","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170207","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170724","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170724","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170704","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170508","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170214","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170227","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161019","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170108","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171220","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170424","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161130","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160919","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170710","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161115","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170605","4","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170331","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161218","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160918","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160929","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160818","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160614","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180205","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171106","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190107","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180509","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190107","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190318","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170315","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180416","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190110","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180419","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180223","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180730","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180103","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181129","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171224","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161225","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171214","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180702","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171219","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170911","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180108","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180925","15","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180109","4","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161026","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160819","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160726","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160706","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180926","30","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180207","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170828","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180206","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171227","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170319","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161101","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181225","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180528","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190211","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170121","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171207","20","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170106","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180411","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180409","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171009","15","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171016","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180131","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170226","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170915","20","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161227","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170508","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170424","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171106","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161221","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170821","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170427","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160704","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160829","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170116","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160627","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180212","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180212","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171214","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190311","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181016","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180927","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190130","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180305","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180124","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180503","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180101","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180502","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180718","10","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190307","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180620","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180129","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180412","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171214","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180201","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180108","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170719","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170109","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180107","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171127","3","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161219","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170214","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170110","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161212","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160912","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161123","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161025","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161027","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161103","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160828","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190114","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181016","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180304","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181011","3","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190108","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180709","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180702","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190212","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190507","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181211","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180327","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180205","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170314","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170106","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171030","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180201","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20230724","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20230618","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20210917","13","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20210916","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20210916","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20210916","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20210916","10","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20210914","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20210726","3","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20210611","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20210514","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20210509","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20211024","20","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20211026","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20211026","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20211026","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20211025","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20211025","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20211025","20","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20211026","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20210204","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20200319","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20191209","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20191209","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20191209","3","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20191210","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190905","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190611","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190613","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190613","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190613","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190612","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190612","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190603","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190602","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190613","3","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190612","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190612","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190611","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20191025","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190826","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190828","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190828","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190827","30","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190829","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190829","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190829","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190828","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190827","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190827","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180307","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170223","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170330","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190408","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190107","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190527","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181218","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180909","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190115","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180109","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180103","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180116","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171113","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180820","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170207","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171113","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180619","3","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170428","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180404","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170322","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181024","10","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170615","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180326","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170613","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170212","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160707","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161129","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161212","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170623","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170611","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181226","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190312","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181217","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180427","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180503","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180124","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180326","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180412","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170406","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180201","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170629","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170220","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171219","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170203","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170918","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170122","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170223","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170226","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170920","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170824","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160907","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170417","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170208","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170213","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171220","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171204","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161014","20","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160920","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170116","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161129","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161229","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161008","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160822","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160727","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161016","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160608","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160627","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170616","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180902","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190417","50","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170104","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180424","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180227","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181130","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190117","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180117","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170906","5","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160811","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180717","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180425","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190110","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171030","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180409","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170717","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170302","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161205","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171130","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170220","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161218","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161213","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170123","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160516","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161124","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170829","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160801","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160804","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170410","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170215","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170104","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160712","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160914","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161220","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160930","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161007","20","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161008","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160627","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160523","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161101","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190224","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170810","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190320","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190211","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180530","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180730","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180226","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180122","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171115","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180422","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181206","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170731","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170515","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190312","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180530","15","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171126","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180130","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170516","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170226","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171106","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170918","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20160907","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170227","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170110","3","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190830","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190903","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190903","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190903","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190902","20","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190831","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190902","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190902","10","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170611","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180305","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20161227","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180805","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171228","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170529","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171225","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180514","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180513","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170118","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181107","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180319","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20190212","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20181205","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180328","2","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180809","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20170927","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180424","15","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180320","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180319","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20171113","1","1000-1","B","C","FAST","9","0619","043"
"6RD959801E","20180131","2","1000-1","B","C","FAST","9","0619","043"
